1,"eplusout.eso"

"Date/Time","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Temperature  (C)","[1] Surface Outside Face Temperature  (C)"
,"Environment","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Dec 04 18:00","7.5","0","19.95","24.050667515789","18.8458467189103"
"Year 1 Dec 04 19:00","0","0","19.875","23.9548164095627","19.49377000555"
"Year 1 Dec 04 20:00","0","0","20.05","23.7364909041839","20.2664749652752"
"Year 1 Dec 04 21:00","0","0","20.175","23.50736269095","18.5362289342737"
"Year 1 Dec 04 22:00","0","0","20.05","23.2831684595386","19.0283963093877"
"Year 1 Dec 04 23:00","0","0","19.85","23.0506076170809","19.7295029390016"
"Year 1 Dec 05 00:00","0","0","19.65","22.8506367542253","18.2903614657599"
"Year 1 Dec 05 01:00","0","0","19.225","22.6671904179934","18.5505759917853"
"Year 1 Dec 05 02:00","0","0","18.65","22.4753663597882","18.7819756712173"
"Year 1 Dec 05 03:00","0","0","18.125","22.2987901572269","18.4366099606317"
"Year 1 Dec 05 04:00","0","0","18.15","22.1373777144293","18.3163320770358"
"Year 1 Dec 05 05:00","0","0","18.425","21.9837367164482","18.3458553396767"
"Year 1 Dec 05 06:00","0","0","18.65","21.8386132877756","18.3504639327336"
"Year 1 Dec 05 07:00","0","0","18.85","21.7048185430739","18.3568034925138"
"Year 1 Dec 05 08:00","45.25","85.75","19.125","21.5831645593974","19.1783614831543"
"Year 1 Dec 05 09:00","119","380.25","19.35","21.4861771273822","21.6085245275539"
"Year 1 Dec 05 10:00","146.75","597","20.975","21.4643716772338","24.2003475074653"
"Year 1 Dec 05 11:00","114.5","790.5","23","21.577402041698","26.0001185802544"
"Year 1 Dec 05 12:00","120.5","833.25","25.075","21.821839531134","27.7259720515172"
"Year 1 Dec 05 13:00","124.25","836","26.275","22.1713816599619","29.1255876345198"
"Year 1 Dec 05 14:00","113.25","822.25","27.25","22.5901985514012","30.0738783042997"
"Year 1 Dec 05 15:00","88.25","782.25","28.175","23.050148702735","30.3725142780497"
"Year 1 Dec 05 16:00","90.75","607.25","28.025","23.5180733424277","29.825311446065"
"Year 1 Dec 05 17:00","71.5","297.25","27.6","23.9374507057816","28.3930049289504"
"Year 1 Dec 05 18:00","12.5","2","27.125","24.2660074412886","26.4543120065718"
"Year 1 Dec 05 19:00","0","0","26.025","24.467224799272","25.3034386214444"
"Year 1 Dec 05 20:00","0","0","24.65","24.5382838652275","24.3616045256933"
"Year 1 Dec 05 21:00","0","0","23.325","24.5117220733207","23.4955402531067"
"Year 1 Dec 05 22:00","0","0","22.325","24.4166440390568","22.7443124013824"
"Year 1 Dec 05 23:00","0","0","21.5","24.2738040109852","22.0764880415249"
"Year 1 Dec 06 00:00","0","0","20.625","24.0971474735371","21.4233999876747"
"Year 1 Dec 06 01:00","0","0","20.025","23.8965329375352","20.8652819523976"
"Year 1 Dec 06 02:00","0","0","19.525","23.6818092914261","20.3711761264136"
"Year 1 Dec 06 03:00","0","0","19.025","23.4580164908634","19.8999174348708"
"Year 1 Dec 06 04:00","0","0","18.525","23.228783242709","19.4526994126049"
"Year 1 Dec 06 05:00","0","0","18.025","22.9957508396071","19.0118328486286"
"Year 1 Dec 06 06:00","0","0","17.525","22.7598093371731","18.5737382060294"
"Year 1 Dec 06 07:00","0","0","17.55","22.5209171614347","18.311240023944"
"Year 1 Dec 06 08:00","44.25","87.25","17.75","22.29074885856","19.0483573179477"
"Year 1 Dec 06 09:00","117.75","381","17.95","22.0858025734926","21.2711097238001"
"Year 1 Dec 06 10:00","144.75","600.5","19.875","21.9636418417747","23.9144129387207"
"Year 1 Dec 06 11:00","112","796.25","22.3","21.9867874961758","26.1963669435072"
"Year 1 Dec 06 12:00","116.75","840.75","24.775","22.1642209877883","28.4288927262142"
"Year 1 Dec 06 13:00","121.5","841.75","25.625","22.4818427600425","29.8870217083611"
"Year 1 Dec 06 14:00","117.75","816.5","26","22.8942125307376","30.5706135611706"
"Year 1 Dec 06 15:00","106.25","754.5","26.325","23.3607131898592","30.5211619482383"
"Year 1 Dec 06 16:00","90.5","610.25","26.625","23.8163865415129","29.7512473768355"
"Year 1 Dec 06 17:00","71","300","27","24.212856720067","28.4151279797657"
"Year 1 Dec 06 18:00","13","3","27.325","24.5165521309189","26.5665324315108"
"Year 1 Dec 06 19:00","0","0","25.525","24.6971697911696","25.2222377330631"
"Year 1 Dec 06 20:00","0","0","23.1","24.7418218498225","23.9620320886355"
"Year 1 Dec 06 21:00","0","0","20.625","24.6785065476199","22.6448922957726"
"Year 1 Dec 06 22:00","0","0","19.475","24.5259694247481","21.6819849505146"
"Year 1 Dec 06 23:00","0","0","18.7","24.3167324256117","20.9276408578169"
"Year 1 Dec 07 00:00","0","0","17.975","24.0677866875219","20.2442840783142"
"Year 1 Dec 07 01:00","0","0","17.425","23.797134123828","19.6600342560353"
"Year 1 Dec 07 02:00","0","0","17","23.5157507598379","19.1435991471684"
"Year 1 Dec 07 03:00","0","0","16.525","23.2301919831366","18.6544496775664"
"Year 1 Dec 07 04:00","0","0","16.175","22.9441330822042","18.2076703078078"
"Year 1 Dec 07 05:00","0","0","15.8","22.6594582223224","17.7846136017772"
"Year 1 Dec 07 06:00","0","0","15.475","22.3759211534","17.391899014088"
"Year 1 Dec 07 07:00","0","0","15.775","22.1027752466733","17.1601877912714"
"Year 1 Dec 07 08:00","47.75","74","16.35","21.8427332989604","17.9670739238075"
"Year 1 Dec 07 09:00","125.5","345.5","16.875","21.6148604776282","20.0720483111565"
"Year 1 Dec 07 10:00","136","621.25","18.875","21.4726168456796","22.5765900094845"
"Year 1 Dec 07 11:00","110.25","800.75","21.45","21.4717494209102","25.0594077718244"
"Year 1 Dec 07 12:00","115.25","844.5","23.975","21.6252656246955","27.4659045231418"
"Year 1 Dec 07 13:00","118.25","848.25","25.425","21.9254179854479","29.1261009147534"
"Year 1 Dec 07 14:00","113.75","825","26.6","22.3367483360731","30.0903650764764"
"Year 1 Dec 07 15:00","105.75","757.75","27.725","22.8127784810096","30.4007617761002"
"Year 1 Dec 07 16:00","101.5","587","27.475","23.3049018875116","29.7364018425524"
"Year 1 Dec 07 17:00","81.5","268.75","26.85","23.7448688723901","28.16103957754"
"Year 1 Dec 07 18:00","13","3.5","26.175","24.0843333193514","25.935216795089"
"Year 1 Dec 07 19:00","0","0","24.725","24.2826562761866","24.5941237404564"
"Year 1 Dec 07 20:00","0","0","23.1","24.3345065122391","23.5076016174401"
"Year 1 Dec 07 21:00","0","0","21.425","24.2765173124252","22.4353988966323"
"Year 1 Dec 07 22:00","0","0","20.475","24.1387284173708","21.6040405993244"
"Year 1 Dec 07 23:00","0","0","19.85","23.9494080522104","20.9482691868149"
"Year 1 Dec 08 00:00","0","0","19.175","23.7270975836457","20.3295396672113"
"Year 1 Dec 08 01:00","0","0","18.55","23.4860154720437","19.794084821637"
"Year 1 Dec 08 02:00","0","0","17.95","23.2350239649875","19.317412146849"
"Year 1 Dec 08 03:00","0","0","17.35","22.9791230244225","18.8438569318352"
"Year 1 Dec 08 04:00","0","0","16.9","22.7214243787275","18.4740156129201"
"Year 1 Dec 08 05:00","0","0","16.5","22.4644032743187","18.1638406936122"
"Year 1 Dec 08 06:00","0","0","16.1","22.209813650822","17.8844331561672"
"Year 1 Dec 08 07:00","0","0","16.6","21.9686180832201","17.7550076907453"
"Year 1 Dec 08 08:00","46.75","69.75","17.4","21.7449880736032","18.6350299784969"
"Year 1 Dec 08 09:00","125.25","339","18.2","21.5566383098863","21.0126276848187"
"Year 1 Dec 08 10:00","138.5","609.75","20.05","21.4590953152002","23.605659878736"
"Year 1 Dec 08 11:00","114.5","787.25","22.25","21.5067271083682","25.9705497674379"
"Year 1 Dec 08 12:00","119.25","832.75","24.45","21.707195314371","28.1900222069804"
"Year 1 Dec 08 13:00","119","846.75","25.75","22.0458471610057","29.6579838974625"
"Year 1 Dec 08 14:00","113.75","824.75","26.75","22.4811657310322","30.4112914472361"
"Year 1 Dec 08 15:00","105.75","756.75","27.75","22.9667361999965","30.5359985777901"
"Year 1 Dec 08 16:00","101.5","586.5","27.7","23.4540869178481","29.9451155382977"
"Year 1 Dec 08 17:00","81.5","270.25","27.3","23.8781242816257","28.5297119115822"
"Year 1 Dec 08 18:00","13","5","26.9","24.2092439491524","26.3559826007121"
"Year 1 Dec 08 19:00","0","0","25.3","24.4078598403382","25.0010517928394"
"Year 1 Dec 08 20:00","0","0","23.3","24.4626253102937","23.8676566492991"
"Year 1 Dec 08 21:00","0","0","21.3","24.4072828063204","22.748618529978"
"Year 1 Dec 08 22:00","0","0","20.65","24.2712023632443","21.99343567796"
"Year 1 Dec 08 23:00","0","0","20.45","24.0879064303126","21.4770545469296"
"Year 1 Dec 09 00:00","0","0","20.25","23.877561056971","21.043228508222"
"Year 1 Dec 09 01:00","0","0","19.375","23.6548210637104","20.4701660311162"
"Year 1 Dec 09 02:00","0","0","18.35","23.424049730475","19.8271202566384"
"Year 1 Dec 09 03:00","0","0","17.275","23.1854822916373","19.1547006600787"
"Year 1 Dec 09 04:00","0","0","16.475","22.9347349463121","18.5374044371319"
"Year 1 Dec 09 05:00","0","0","15.85","22.6726721662929","17.9968203536352"
"Year 1 Dec 09 06:00","0","0","15.175","22.4004201293405","17.453287235147"
"Year 1 Dec 09 07:00","0","0","15.3","22.1201203059146","17.1629134798936"
"Year 1 Dec 09 08:00","42.75","80","15.7","21.8464035530079","17.9215992324834"
"Year 1 Dec 09 09:00","115.25","373.25","16.1","21.6019610166111","20.2327211473211"
"Year 1 Dec 09 10:00","144","594.25","18.3","21.4465806196242","23.0571844197412"
"Year 1 Dec 09 11:00","112","792.75","21.1","21.4474437678041","25.5460579655442"
"Year 1 Dec 09 12:00","116","840.25","23.9","21.6159262006568","27.9783073162836"
"Year 1 Dec 09 13:00","118","847.25","25.125","21.9373266389069","29.4540558707894"
"Year 1 Dec 09 14:00","112.5","827.75","25.75","22.3653429023402","29.9348733912302"
"Year 1 Dec 09 15:00","103.75","762.75","26.425","22.8428152629166","29.7079572674304"
"Year 1 Dec 09 16:00","99.75","592","26.525","23.3100845680892","29.0924114815394"
"Year 1 Dec 09 17:00","80.75","273","26.5","23.7043824996771","27.8394202314767"
"Year 1 Dec 09 18:00","13","4.5","26.425","24.0065946288227","25.8418000177261"
"Year 1 Dec 09 19:00","0","0","25.05","24.1853875833337","24.5728568556064"
"Year 1 Dec 09 20:00","0","0","23.25","24.2308174839175","23.5221088945686"
"Year 1 Dec 09 21:00","0","0","21.45","24.174381394255","22.4811706561013"
"Year 1 Dec 09 22:00","0","0","20.475","24.0425861483636","21.6746102556778"
"Year 1 Dec 09 23:00","0","0","19.7","23.8613509040601","20.9991727821633"
"Year 1 Dec 10 00:00","0","0","18.975","23.6462937674338","20.3745551804752"
"Year 1 Dec 10 01:00","0","0","18.35","23.4122581178563","19.8088241282602"
"Year 1 Dec 10 02:00","0","0","17.675","23.1665990407989","19.2602484500624"
"Year 1 Dec 10 03:00","0","0","17.05","22.9128032745192","18.7342885986574"
"Year 1 Dec 10 04:00","0","0","16.45","22.6534941785284","18.2264078159712"
"Year 1 Dec 10 05:00","0","0","15.775","22.3895203526903","17.7103586594535"
"Year 1 Dec 10 06:00","0","0","15.15","22.119401250797","17.2062251121498"
"Year 1 Dec 10 07:00","0","0","15.375","21.8485575537155","16.9638260603623"
"Year 1 Dec 10 08:00","42.5","80.75","15.95","21.5868301183975","17.7930352812997"
"Year 1 Dec 10 09:00","114.25","376.25","16.475","21.3559327771252","20.167901332932"
"Year 1 Dec 10 10:00","143","596.75","18.475","21.2156860827226","22.9594743928898"
"Year 1 Dec 10 11:00","111.75","791.75","21.05","21.2302549441762","25.3139886021172"
"Year 1 Dec 10 12:00","118","833.75","23.575","21.4076245572279","27.5915128796959"
"Year 1 Dec 10 13:00","120.25","841.75","25.025","21.7291406394653","29.1044745981011"
"Year 1 Dec 10 14:00","115.5","820.25","26.2","22.1541248604577","29.9380829988913"
"Year 1 Dec 10 15:00","106.25","755","27.325","22.6340154808224","30.1218818620195"
"Year 1 Dec 10 16:00","95.25","609.25","27.3","23.1207739092416","29.4893144182305"
"Year 1 Dec 10 17:00","65","334.75","26.9","23.5496918486406","27.9371477941186"
"Year 1 Dec 10 18:00","13","6.5","26.5","23.8800893269583","25.9070665118728"
"Year 1 Dec 10 19:00","0","0","24.525","24.0755451808002","24.4618480007926"
"Year 1 Dec 10 20:00","0","0","22.1","24.124074829402","23.1646176766776"
"Year 1 Dec 10 21:00","0","0","19.625","24.0559959074296","21.8345398035279"
"Year 1 Dec 10 22:00","0","0","18.625","23.8951125083858","20.884119426961"
"Year 1 Dec 10 23:00","0","0","18.2","23.678051166315","20.1642135465228"
"Year 1 Dec 11 00:00","0","0","17.725","23.4243620180132","19.4946027153499"
"Year 1 Dec 11 01:00","0","0","17.45","23.1505240974635","19.0335841788074"
"Year 1 Dec 11 02:00","0","0","17.25","22.8699341001121","18.6958983879431"
"Year 1 Dec 11 03:00","0","0","17.05","22.592189548482","18.3868800940336"
"Year 1 Dec 11 04:00","0","0","16.85","22.3234852665701","18.0706359617183"
"Year 1 Dec 11 05:00","0","0","16.65","22.0639585094016","17.737129214271"
"Year 1 Dec 11 06:00","0","0","16.45","21.8171143198832","17.4047093163564"
"Year 1 Dec 11 07:00","0","0","17.375","21.5815630644083","17.4636322063879"
"Year 1 Dec 11 08:00","41.5","79.25","18.75","21.3679028651805","18.6489664876327"
"Year 1 Dec 11 09:00","113.75","369.25","20.075","21.200846785873","21.193330761497"
"Year 1 Dec 11 10:00","144.75","585.25","21.375","21.1359805507454","23.6358201481646"
"Year 1 Dec 11 11:00","109.5","785","22.75","21.2138301436652","25.384517941444"
"Year 1 Dec 11 12:00","96.5","855.5","24.075","21.4271104603065","26.8848017078475"
"Year 1 Dec 11 13:00","96.75","867.5","24.625","21.7414953989118","27.8895849268677"
"Year 1 Dec 11 14:00","91.25","852.25","24.85","22.1154476167855","28.3473495777992"
"Year 1 Dec 11 15:00","90.25","780.25","25.125","22.5138131235447","28.3092571524804"
"Year 1 Dec 11 16:00","98.5","599.75","25.425","22.8988140562241","27.9514459322148"
"Year 1 Dec 11 17:00","70.5","314.75","25.65","23.2334008896785","26.7658236745726"
"Year 1 Dec 11 18:00","13.5","5.5","25.925","23.4944014020364","25.1617025148405"
"Year 1 Dec 11 19:00","0","0","24.95","23.6526861300374","24.1085841277075"
"Year 1 Dec 11 20:00","0","0","23.475","23.6989036417681","23.1831453141972"
"Year 1 Dec 11 21:00","0","0","22.05","23.6589356472411","22.3112391543609"
"Year 1 Dec 11 22:00","0","0","20.65","23.5537822386188","21.4721068928069"
"Year 1 Dec 11 23:00","0","0","19.175","23.3966753171384","20.6244603576291"
"Year 1 Dec 12 00:00","0","0","17.75","23.1987134380346","19.7694734235641"
"Year 1 Dec 12 01:00","0","0","17.175","22.9698844089361","19.1383448040386"
"Year 1 Dec 12 02:00","0","0","16.95","22.7212497233863","18.6642624065581"
"Year 1 Dec 12 03:00","0","0","16.675","22.4608350819751","18.2240722103084"
"Year 1 Dec 12 04:00","0","0","16.3","22.1969077102297","17.7755331505285"
"Year 1 Dec 12 05:00","0","0","15.9","21.9321444440131","17.3337671355981"
"Year 1 Dec 12 06:00","0","0","15.5","21.6669207505827","16.8945208947427"
"Year 1 Dec 12 07:00","0","0","16.075","21.4080824629513","16.8152318480906"
"Year 1 Dec 12 08:00","41.25","79.5","16.9","21.1637776268403","17.7394999447225"
"Year 1 Dec 12 09:00","112.5","371.5","17.775","20.9567650857126","20.1658262588937"
"Year 1 Dec 12 10:00","142.25","592.5","19.725","20.8450911130101","22.9937628928848"
"Year 1 Dec 12 11:00","111.75","787.5","22.1","20.8875416653219","25.4301770774773"
"Year 1 Dec 12 12:00","118","832","24.425","21.093195912673","27.8048794816251"
"Year 1 Dec 12 13:00","119.75","842","25.75","21.4448728303034","29.295352349943"
"Year 1 Dec 12 14:00","113.25","825.5","26.75","21.8980188104624","29.9676831325828"
"Year 1 Dec 12 15:00","103.5","764.25","27.75","22.4006337305061","30.0541875692416"
"Year 1 Dec 12 16:00","95.25","612.5","27.625","22.902028876622","29.3569519180345"
"Year 1 Dec 12 17:00","69.75","321.75","27.2","23.3354116546225","27.8967660857836"
"Year 1 Dec 12 18:00","13.5","6","26.725","23.668636380478","26.0219320721982"
"Year 1 Dec 12 19:00","0","0","24.725","23.8699048868521","24.5135553387427"
"Year 1 Dec 12 20:00","0","0","22.3","23.9287950276384","23.1504524822382"
"Year 1 Dec 12 21:00","0","0","19.825","23.8703200312733","21.841759783887"
"Year 1 Dec 12 22:00","0","0","18.6","23.7156680576653","20.8617417191834"
"Year 1 Dec 12 23:00","0","0","17.8","23.5025551699055","20.0886558094463"
"Year 1 Dec 13 00:00","0","0","17","23.2480463079406","19.3767709724234"
"Year 1 Dec 13 01:00","0","0","16.575","22.9712493032487","18.8075969629982"
"Year 1 Dec 13 02:00","0","0","16.2","22.6847578882468","18.3128089522244"
"Year 1 Dec 13 03:00","0","0","15.875","22.3950349057933","17.8753568648715"
"Year 1 Dec 13 04:00","0","0","15.725","22.1079353755732","17.5145865581298"
"Year 1 Dec 13 05:00","0","0","15.55","21.8261400671738","17.1742888529618"
"Year 1 Dec 13 06:00","0","0","15.425","21.5518992541734","16.8708904365426"
"Year 1 Dec 13 07:00","0","0","16.225","21.293122720162","16.8301239675197"
"Year 1 Dec 13 08:00","41.75","36.25","17.25","21.0564106930876","17.715894025874"
"Year 1 Dec 13 09:00","123.75","185.25","18.325","20.8597328341196","19.7977241547137"
"Year 1 Dec 13 10:00","190","319.25","20.175","20.7518352744119","22.5365029633754"
"Year 1 Dec 13 11:00","252.5","358.5","22.35","20.7844046577123","25.5342619665911"
"Year 1 Dec 13 12:00","293.5","381","24.475","20.9834697173157","28.3042537275056"
"Year 1 Dec 13 13:00","270.5","479.75","25.825","21.3485395065539","30.1070924592427"
"Year 1 Dec 13 14:00","215.25","563","27","21.8379612318877","30.9598745289278"
"Year 1 Dec 13 15:00","178.5","553.5","28.125","22.3938184112654","31.2690826107645"
"Year 1 Dec 13 16:00","134.5","454.5","28.025","22.9593936813195","30.3921592078776"
"Year 1 Dec 13 17:00","79.25","243","27.6","23.452172637625","28.6001810388807"
"Year 1 Dec 13 18:00","13","0","27.125","23.8319584479818","26.4314962815713"
"Year 1 Dec 13 19:00","0","0","24.9","24.0577965590927","24.84151737674"
"Year 1 Dec 13 20:00","0","0","22.1","24.1219513496898","23.3500522015836"
"Year 1 Dec 13 21:00","0","0","19.3","24.0562253729456","21.8586855404289"
"Year 1 Dec 13 22:00","0","0","18.075","23.8854913039439","20.7931153944326"
"Year 1 Dec 13 23:00","0","0","17.45","23.65131834548","20.0207892250299"
"Year 1 Dec 14 00:00","0","0","16.775","23.3740528282491","19.3184055744046"
"Year 1 Dec 14 01:00","0","0","16.375","23.0760255309301","18.75205179115"
"Year 1 Dec 14 02:00","0","0","16.15","22.7713991104798","18.2963693665107"
"Year 1 Dec 14 03:00","0","0","15.875","22.4679973886928","17.8687711622727"
"Year 1 Dec 14 04:00","0","0","15.575","22.1704073170766","17.4587006379695"
"Year 1 Dec 14 05:00","0","0","15.35","21.8795912188061","17.0956381080196"
"Year 1 Dec 14 06:00","0","0","15.075","21.5949963332944","16.7395288618877"
"Year 1 Dec 14 07:00","0","0","15.675","21.3251444376022","16.6405460767848"
"Year 1 Dec 14 08:00","43.75","64","16.65","21.0750280214663","17.587636812904"
"Year 1 Dec 14 09:00","121.75","325.5","17.575","20.8653032592045","20.0673293993228"
"Year 1 Dec 14 10:00","138.5","598.5","19.6","20.7530647740057","22.8328523608807"
"Year 1 Dec 14 11:00","103.75","803.5","22","20.7959533978012","25.2031632689991"
"Year 1 Dec 14 12:00","113.25","841.25","24.4","20.999567498029","27.6028295209999"
"Year 1 Dec 14 13:00","116.25","848.5","25.825","21.3480206849553","29.286982666239"
"Year 1 Dec 14 14:00","111.5","830","27","21.8012854685074","30.281400231603"
"Year 1 Dec 14 15:00","102.5","767.25","28.125","22.3151660995132","30.5767185555574"
"Year 1 Dec 14 16:00","98.75","599","27.95","22.8422449911863","29.9511746638456"
"Year 1 Dec 14 17:00","82.25","271.5","27.35","23.3114149222087","28.4252070495226"
